longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,rooms_per_household,bedrooms_per_rooms,population_per_household,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,median_house_value
-122.21,37.78,43,1702,460,1227,407,1.7188,1.13022113,0.27027027,3.014742015,0,0,0,1,0,126800
-122.21,37.78,47,881,248,753,241,2.625,1.029045643,0.281498297,3.124481328,0,0,0,1,0,111300
-122.22,37.77,40,494,114,547,135,2.8015,0.844444444,0.230769231,4.051851852,0,0,0,1,0,114800
-122.22,37.78,50,1776,473,1807,440,1.7276,1.075,0.266328829,4.106818182,0,0,0,1,0,102300
-122.22,37.78,44,1678,514,1700,495,2.0801,1.038383838,0.306317044,3.434343434,0,0,0,1,0,131900
-122.22,37.78,51,1637,463,1543,393,2.489,1.178117048,0.282834453,3.926208651,0,0,0,1,0,119100
-122.21,37.76,52,1420,314,1085,300,1.7546,1.046666667,0.221126761,3.616666667,0,0,0,1,0,80600
-122.21,37.77,52,591,173,353,137,4.0904,1.262773723,0.292724196,2.576642336,0,0,0,1,0,80600
-122.21,37.77,52,745,153,473,149,2.6765,1.026845638,0.205369128,3.174496644,0,0,0,1,0,88800
-122.2,37.77,49,2272,498,1621,483,2.4338,1.031055901,0.219190141,3.35610766,0,0,0,1,0,102400
-122.21,37.77,46,1234,375,1183,354,2.3309,1.059322034,0.303889789,3.34180791,0,0,0,1,0,98700
-122.21,37.77,43,1017,328,836,277,2.2604,1.184115523,0.322517207,3.018050542,0,0,0,1,0,100000
-122.19,37.77,42,932,254,900,263,1.8039,0.965779468,0.272532189,3.422053232,0,0,0,1,0,92300
-122.2,37.77,39,2689,597,1888,537,2.2562,1.111731844,0.222015619,3.515828678,0,0,0,1,0,94800
-122.2,37.77,41,1547,415,1024,341,2.0562,1.217008798,0.268261151,3.002932551,0,0,0,1,0,102000
-122.2,37.78,52,2300,443,1225,423,3.5398,1.047281324,0.192608696,2.895981087,0,0,0,1,0,158400
-122.2,37.78,39,1752,399,1071,376,3.1167,1.061170213,0.227739726,2.848404255,0,0,0,1,0,121600
-122.2,37.78,50,1867,403,1128,378,2.5401,1.066137566,0.215854312,2.984126984,0,0,0,1,0,129100
-122.2,37.77,43,2430,502,1537,484,2.898,1.037190083,0.206584362,3.175619835,0,0,0,1,0,121400
-122.21,37.78,44,1729,414,1240,393,2.3125,1.053435115,0.239444766,3.155216285,0,0,0,1,0,102800
-122.19,37.78,52,1026,180,469,168,2.875,1.071428571,0.175438596,2.791666667,0,0,0,1,0,160000
-122.19,37.77,52,2170,428,1086,425,3.3715,1.007058824,0.197235023,2.555294118,0,0,0,1,0,143900
-122.19,37.77,52,2329,445,1144,417,3.5114,1.067146283,0.191069128,2.743405276,0,0,0,1,0,151200
-122.19,37.78,52,2492,415,1109,375,4.3125,1.106666667,0.166532905,2.957333333,0,0,0,1,0,164400
-122.19,37.78,52,2198,397,984,369,3.22,1.075880759,0.180618744,2.666666667,0,0,0,1,0,156500
-122.18,37.78,33,142,31,575,47,3.875,0.659574468,0.218309859,12.23404255,0,0,0,1,0,225000
-122.19,37.78,49,1183,205,496,209,5.2328,0.980861244,0.17328825,2.373205742,0,0,0,1,0,174200
-122.19,37.78,52,1070,193,555,190,3.7262,1.015789474,0.180373832,2.921052632,0,0,0,1,0,166900
-122.2,37.78,45,1766,332,869,327,4.5893,1.01529052,0.18799547,2.657492355,0,0,0,1,0,163500
-122.18,37.79,39,617,95,236,106,5.2578,0.896226415,0.153970827,2.226415094,0,0,0,1,0,253000
-122.18,37.79,41,1411,233,626,214,7.0875,1.088785047,0.165131113,2.925233645,0,0,0,1,0,240700
-122.18,37.79,46,2109,387,922,329,3.9712,1.176291793,0.183499289,2.802431611,0,0,0,1,0,208100
-122.19,37.79,47,1229,243,582,256,2.9514,0.94921875,0.197721725,2.2734375,0,0,0,1,0,198100
-122.19,37.79,50,954,217,546,201,2.6667,1.07960199,0.227463312,2.71641791,0,0,0,1,0,172800
-122.18,37.81,37,1643,262,620,266,5.4446,0.984962406,0.159464394,2.330827068,0,0,0,1,0,336700
-122.18,37.8,34,1355,195,442,195,6.2838,1,0.143911439,2.266666667,0,0,0,1,0,318200
-122.18,37.8,23,2317,336,955,328,6.7527,1.024390244,0.145015106,2.911585366,0,0,0,1,0,285800
-122.13,37.77,24,2459,317,916,324,7.0712,0.978395062,0.128914193,2.827160494,0,0,0,1,0,293000
-122.16,37.79,22,12842,2048,4985,1967,5.9849,1.041179461,0.159476717,2.534316218,0,0,0,1,0,371000
-122.17,37.78,42,1524,260,651,267,3.6875,0.973782772,0.170603675,2.438202247,0,0,0,1,0,157300
-122.17,37.77,30,3326,746,1704,703,2.875,1.06116643,0.224293446,2.423897582,0,0,0,1,0,135300
-122.18,37.78,43,1985,440,1085,407,3.4205,1.081081081,0.221662469,2.665847666,0,0,0,1,0,136700
-122.18,37.78,50,1642,322,713,284,3.2984,1.133802817,0.196102314,2.51056338,0,0,0,1,0,160700
-122.17,37.78,49,893,177,468,181,3.875,0.977900552,0.198208287,2.585635359,0,0,0,1,0,140600
-122.17,37.78,52,653,128,296,121,4.175,1.05785124,0.196018377,2.446280992,0,0,0,1,0,144000
-122.16,37.77,47,1256,537.8705525,570,218,4.375,1.097062386,0.21303883,2.614678899,0,0,0,1,0,161900
-122.16,37.77,48,977,194,446,180,4.7708,1.077777778,0.198567042,2.477777778,0,0,0,1,0,156300
-122.16,37.77,45,2324,397,968,384,3.5739,1.033854167,0.170826162,2.520833333,0,0,0,1,0,176000
-122.16,37.77,39,1583,349,857,316,3.0958,1.10443038,0.220467467,2.712025316,0,0,0,1,0,145800
-122.17,37.77,39,1612,342,912,322,3.3958,1.062111801,0.212158809,2.832298137,0,0,0,1,0,141900
-122.17,37.77,31,2424,533,1360,452,1.871,1.17920354,0.219884488,3.008849558,0,0,0,1,0,90700
-122.17,37.76,41,1594,367,1074,355,1.9356,1.033802817,0.230238394,3.025352113,0,0,0,1,0,90600
-122.17,37.76,47,2118,413,965,382,2.1842,1.081151832,0.194995279,2.52617801,0,0,0,1,0,107900
-122.18,37.76,37,1575,358,933,320,2.2917,1.11875,0.227301587,2.915625,0,0,0,1,0,107000
-122.17,37.76,38,1764,397,987,354,2.4333,1.121468927,0.225056689,2.788135593,0,0,0,1,0,98200
-122.18,37.76,50,1187,261,907,246,1.9479,1.06097561,0.219882056,3.68699187,0,0,0,1,0,89500
-122.18,37.76,52,754,175,447,165,3.9063,1.060606061,0.232095491,2.709090909,0,0,0,1,0,93800
-122.18,37.76,49,2308,452,1299,451,1.8407,1.002217295,0.195840555,2.880266075,0,0,0,1,0,96700
-122.18,37.77,27,909,236,396,157,2.0786,1.503184713,0.259625963,2.522292994,0,0,0,1,0,97500
-122.18,37.77,42,1180,257,877,268,2.8125,0.958955224,0.21779661,3.27238806,0,0,0,1,0,97300
-122.18,37.76,43,2018,408,1111,367,1.8913,1.111716621,0.202180377,3.027247956,0,0,0,1,0,91200
-122.19,37.76,49,1368,282,790,269,1.7056,1.048327138,0.206140351,2.936802974,0,0,0,1,0,91400
-122.18,37.77,52,2744,547,1479,554,2.2768,0.987364621,0.199344023,2.66967509,0,0,0,1,0,96200
-122.18,37.77,51,2107,471,1173,438,3.2552,1.075342466,0.223540579,2.678082192,0,0,0,1,0,120100
-122.18,37.77,52,1748,362,1029,366,2.0556,0.989071038,0.207093822,2.81147541,0,0,0,1,0,100000
-122.19,37.76,52,2024,391,1030,350,2.4659,1.117142857,0.193181818,2.942857143,0,0,0,1,0,94700
-122.2,37.76,47,1116,259,826,279,1.75,0.928315412,0.232078853,2.960573477,0,0,0,1,0,85700
-122.19,37.77,41,2036,510,1412,454,2.0469,1.123348018,0.250491159,3.110132159,0,0,0,1,0,89300
-122.19,37.77,45,1852,393,1132,349,2.7159,1.126074499,0.212203024,3.243553009,0,0,0,1,0,101400
-122.19,37.76,41,921,207,522,159,1.2083,1.301886792,0.2247557,3.283018868,0,0,0,1,0,72500
-122.19,37.76,45,995,238,630,237,1.925,1.004219409,0.23919598,2.658227848,0,0,0,1,0,74100
-122.2,37.75,36,606,132,531,133,1.5809,0.992481203,0.217821782,3.992481203,0,0,0,1,0,70000
-122.2,37.76,37,2680,736,1925,667,1.4097,1.103448276,0.274626866,2.886056972,0,0,0,1,0,84600
-122.19,37.76,38,1493,370,1144,351,0.7683,1.054131054,0.247823175,3.259259259,0,0,0,1,0,81800
-122.19,37.75,19,2207,565,1481,520,1.3194,1.086538462,0.256003625,2.848076923,0,0,0,1,0,81400
-122.19,37.75,28,856,189,435,162,0.8012,1.166666667,0.220794393,2.685185185,0,0,0,1,0,81800
-122.19,37.76,26,1293,297,984,303,1.9479,0.98019802,0.229698376,3.247524752,0,0,0,1,0,85800
-122.19,37.74,36,847,212,567,159,1.1765,1.333333333,0.250295159,3.566037736,0,0,0,1,0,87100
-122.18,37.74,42,541,154,380,123,2.3456,1.25203252,0.284658041,3.089430894,0,0,0,1,0,83500
-122.19,37.73,44,1066,253,825,244,2.1538,1.036885246,0.237335835,3.381147541,0,0,0,1,0,79700
-122.19,37.74,43,707,147,417,155,2.5139,0.948387097,0.207920792,2.690322581,0,0,0,1,0,83400
-122.19,37.73,45,1528,291,801,287,1.2625,1.013937282,0.190445026,2.790940767,0,0,0,1,0,84700
-122.18,37.73,42,909,215,646,198,2.9063,1.085858586,0.236523652,3.262626263,0,0,0,1,0,80000
-122.18,37.73,43,1391,293,855,285,2.5192,1.028070175,0.210639827,3,0,0,0,1,0,76400
-122.18,37.73,44,548,119,435,136,2.1111,0.875,0.217153285,3.198529412,0,0,0,1,0,79700
-122.18,37.73,42,4074,874,2736,780,2.455,1.120512821,0.214531173,3.507692308,0,0,0,1,0,82400
-122.17,37.74,41,1613,445,1481,414,2.4028,1.074879227,0.275883447,3.577294686,0,0,0,1,0,97700
-122.17,37.74,47,463,134,327,137,2.15,0.97810219,0.289416847,2.386861314,0,0,0,1,0,97200
-122.17,37.74,43,818,193,494,179,2.4776,1.078212291,0.23594132,2.759776536,0,0,0,1,0,101600
-122.17,37.73,43,1473,371,1231,341,2.1587,1.08797654,0.251866938,3.609970674,0,0,0,1,0,86500
-122.18,37.74,35,504,126,323,109,1.8438,1.155963303,0.25,2.963302752,0,0,0,1,0,90500
-122.17,37.74,46,1026,226,749,225,3.0298,1.004444444,0.220272904,3.328888889,0,0,0,1,0,107600
-122.17,37.74,46,769,183,693,178,2.25,1.028089888,0.237971391,3.893258427,0,0,0,1,0,84200
-122.18,37.74,46,2103,391,1339,354,2.2467,1.104519774,0.185924869,3.782485876,0,0,0,1,0,88900
-122.18,37.75,45,330,76,282,80,4.0469,0.95,0.23030303,3.525,0,0,0,1,0,80700
-122.18,37.75,46,941,218,621,195,1.325,1.117948718,0.231668438,3.184615385,0,0,0,1,0,87100
-122.17,37.75,38,992,537.8705525,732,259,1.6196,1.097062386,0.21303883,2.826254826,0,0,0,1,0,85100
-122.18,37.75,45,990,261,901,260,2.1731,1.003846154,0.263636364,3.465384615,0,0,0,1,0,82000
-122.19,37.75,36,1126,263,482,150,1.9167,1.753333333,0.23357016,3.213333333,0,0,0,1,0,82800
-122.18,37.75,43,1036,233,652,213,2.069,1.093896714,0.224903475,3.061032864,0,0,0,1,0,84600
-122.18,37.75,36,1047,214,651,166,1.712,1.289156627,0.204393505,3.921686747,0,0,0,1,0,82100
-122.17,37.76,33,1280,307,999,286,2.5625,1.073426573,0.23984375,3.493006993,0,0,0,1,0,89300
-122.17,37.75,43,1587,320,907,306,1.9821,1.045751634,0.201638311,2.964052288,0,0,0,1,0,98300
-122.17,37.75,41,1257,271,828,230,2.5043,1.17826087,0.215592681,3.6,0,0,0,1,0,92300
-122.17,37.75,44,1218,248,763,254,2.3281,0.976377953,0.203612479,3.003937008,0,0,0,1,0,88800
-122.17,37.75,48,1751,390,935,349,1.4375,1.11747851,0.222729869,2.679083095,0,0,0,1,0,90000
-122.16,37.76,45,2299,514,1437,484,2.5122,1.061983471,0.223575468,2.969008264,0,0,0,1,0,95500
-122.16,37.75,38,2457,624,1516,482,1.5625,1.294605809,0.253968254,3.145228216,0,0,0,1,0,91700
-122.17,37.75,47,998,211,597,185,3.1587,1.140540541,0.211422846,3.227027027,0,0,0,1,0,100400
-122.17,37.76,40,1685,343,949,342,1.8426,1.002923977,0.203560831,2.774853801,0,0,0,1,0,94800
-122.16,37.76,46,1827,307,881,302,4.6696,1.016556291,0.16803503,2.917218543,0,0,0,1,0,164300
-122.16,37.76,36,2781,574,1438,519,2.4598,1.105973025,0.206400575,2.770712909,0,0,0,1,0,155500
-122.15,37.76,39,1823,286,763,270,6.0749,1.059259259,0.156884257,2.825925926,0,0,0,1,0,196900
-122.14,37.77,27,2229,365,1297,355,4.8304,1.028169014,0.163750561,3.653521127,0,0,0,1,0,279100
-122.14,37.76,34,1513,231,545,211,5.5701,1.09478673,0.152676801,2.582938389,0,0,0,1,0,252800
-122.13,37.76,26,3266,491,1222,533,5.37,0.92120075,0.150336803,2.292682927,0,0,0,1,0,275400
-122.12,37.75,33,1809,261,808,219,6.86,1.191780822,0.144278607,3.689497717,0,0,0,1,0,250000
-122.12,37.75,28,794,111,329,109,7.6923,1.018348624,0.139798489,3.018348624,0,0,0,1,0,329800
-122.14,37.75,36,690,105,299,109,4.0313,0.963302752,0.152173913,2.743119266,0,0,0,1,0,195500
-122.14,37.75,33,1334,200,579,202,6.8323,0.99009901,0.149925037,2.866336634,0,0,0,1,0,255900
-122.13,37.75,30,414,54,137,50,4.975,1.08,0.130434783,2.74,0,0,0,1,0,311100
-122.13,37.75,36,768,93,229,93,5.3602,1,0.12109375,2.462365591,0,0,0,1,0,330000
-122.13,37.74,41,4400,666,1476,648,5,1.027777778,0.151363636,2.277777778,0,0,0,1,0,248900
-122.16,37.75,46,954,161,429,154,2.925,1.045454545,0.168763103,2.785714286,0,0,0,1,0,142900
-122.15,37.75,40,1445,256,849,255,3.8913,1.003921569,0.17716263,3.329411765,0,0,0,1,0,126300
-122.15,37.75,44,1938,399,946,331,3.225,1.205438066,0.205882353,2.858006042,0,0,0,1,0,135800
-122.15,37.74,41,856,178,571,191,3.1458,0.931937173,0.207943925,2.989528796,0,0,0,1,0,130600
-122.16,37.75,24,1790,454,1137,386,2.537,1.176165803,0.253631285,2.945595855,0,0,0,1,0,107900
-122.16,37.75,44,617,131,378,135,2.5568,0.97037037,0.212317666,2.8,0,0,0,1,0,111100
-122.15,37.74,43,1383,275,853,272,3.5083,1.011029412,0.198843095,3.136029412,0,0,0,1,0,122000
-122.15,37.74,49,1325,277,764,282,3.3125,0.982269504,0.209056604,2.709219858,0,0,0,1,0,118000
-122.16,37.75,40,1227,294,928,261,1.8235,1.126436782,0.239608802,3.555555556,0,0,0,1,0,95200
-122.16,37.75,35,667,140,406,133,3.8047,1.052631579,0.209895052,3.052631579,0,0,0,1,0,94300
-122.17,37.74,34,1223,281,824,280,2.2917,1.003571429,0.229762878,2.942857143,0,0,0,1,0,92500
-122.17,37.75,37,1379,287,835,259,2.4962,1.108108108,0.208121827,3.223938224,0,0,0,1,0,91800
-122.16,37.74,43,1534,300,826,295,4.0417,1.016949153,0.195567145,2.8,0,0,0,1,0,109400
-122.16,37.74,46,1029,181,567,211,3.4844,0.857819905,0.175898931,2.687203791,0,0,0,1,0,129500
-122.16,37.74,52,771,147,355,144,4.1458,1.020833333,0.190661479,2.465277778,0,0,0,1,0,143400
-122.16,37.74,47,824,223,533,166,2.625,1.343373494,0.270631068,3.210843373,0,0,0,1,0,98200
-122.16,37.74,44,1097,239,609,215,2.0227,1.111627907,0.21786691,2.83255814,0,0,0,1,0,103100
-122.29,37.9,49,1283,238,576,236,3.3333,1.008474576,0.185502728,2.440677966,0,0,0,1,0,276800
-122.29,37.9,52,1604,263,594,286,5.338,0.91958042,0.163965087,2.076923077,0,0,0,1,0,270900
-122.29,37.89,52,2248,422,870,377,3.4732,1.119363395,0.18772242,2.307692308,0,0,0,1,0,246200
-122.3,37.9,38,2263,522,1027,509,3.5125,1.025540275,0.230667256,2.017681729,0,0,0,1,0,224200
-122.29,37.89,52,1571,349,693,326,3.1375,1.070552147,0.222151496,2.125766871,0,0,0,1,0,229100
-122.3,37.89,46,1520,402,815,375,2.8036,1.072,0.264473684,2.173333333,0,0,0,1,0,211600
-122.3,37.9,15,5083,1212,2420,1146,4.5824,1.057591623,0.238441865,2.111692845,0,0,0,1,0,256100
-122.3,37.89,36,1077,293,518,276,3.0208,1.061594203,0.272051996,1.876811594,0,0,0,1,0,206300
-122.3,37.89,52,1248,283,620,275,4.0875,1.029090909,0.226762821,2.254545455,0,0,0,1,0,221300
-122.33,37.89,42,1342,291,551,266,4.5268,1.093984962,0.216840537,2.071428571,0,0,0,1,0,207400
-122.34,37.88,37,3061,930,2556,924,1.7375,1.006493506,0.30382228,2.766233766,0,0,0,1,0,350000
-122.29,37.89,52,3171,698,1498,696,3.1795,1.002873563,0.220119836,2.152298851,0,0,0,1,0,218200
-122.29,37.88,50,1211,261,523,227,3.8672,1.149779736,0.21552436,2.303964758,0,0,0,1,0,216700
-122.29,37.89,52,979,175,374,153,5.1675,1.14379085,0.17875383,2.444444444,0,0,0,1,0,270600
-122.29,37.89,52,2269,380,1004,371,5.1696,1.02425876,0.167474658,2.706199461,0,0,0,1,0,261400
-122.28,37.88,52,1844,332,769,334,4.2614,0.994011976,0.180043384,2.30239521,0,0,0,1,0,261300
-122.29,37.89,52,2178,421,940,423,5.0551,0.995271868,0.193296602,2.222222222,0,0,0,1,0,232200
-122.27,37.9,42,1650,274,645,256,5.6228,1.0703125,0.166060606,2.51953125,0,0,0,1,0,375400
-122.26,37.9,52,1927,279,705,288,7.8864,0.96875,0.144784639,2.447916667,0,0,0,1,0,357300
-122.27,37.9,52,2079,273,684,275,7.9556,0.992727273,0.131313131,2.487272727,0,0,0,1,0,374400
-122.27,37.9,52,1803,240,572,236,6.174,1.016949153,0.133111481,2.423728814,0,0,0,1,0,358800
-122.27,37.9,52,2041,270,671,253,6.9414,1.067193676,0.132288094,2.652173913,0,0,0,1,0,417500
-122.27,37.89,52,3046,373,975,365,8.8342,1.021917808,0.12245568,2.671232877,0,0,0,1,0,430500
-122.28,37.9,52,2318,328,779,312,7.1754,1.051282051,0.141501294,2.496794872,0,0,0,1,0,362900
-122.28,37.9,52,2003,250,658,244,10.0825,1.024590164,0.124812781,2.696721311,0,0,0,1,0,397000
-122.28,37.9,52,2261,328,819,335,4.9083,0.979104478,0.145068554,2.444776119,0,0,0,1,0,346800
-122.28,37.89,52,1225,169,412,168,5.7912,1.005952381,0.137959184,2.452380952,0,0,0,1,0,327100
-122.28,37.89,52,2315,408,835,369,4.5893,1.105691057,0.176241901,2.262872629,0,0,0,1,0,290100
-122.28,37.89,52,2070,329,722,306,5.4171,1.075163399,0.158937198,2.359477124,0,0,0,1,0,292000
-122.28,37.89,52,2616,473,1085,487,4.125,0.971252567,0.180810398,2.227926078,0,0,0,1,0,270900
-122.27,37.89,52,2640,366,973,355,7.266,1.030985915,0.138636364,2.74084507,0,0,0,1,0,371100
-122.27,37.89,52,1978,293,723,272,5.3989,1.077205882,0.148129424,2.658088235,0,0,0,1,0,335600
-122.26,37.9,37,2220,335,903,362,7.8336,0.925414365,0.150900901,2.494475138,0,0,0,1,0,371300
-122.25,37.89,41,1125,195,356,181,6.1593,1.077348066,0.173333333,1.966850829,0,0,0,1,0,344000
-122.26,37.89,52,3078,494,1005,462,6.381,1.069264069,0.160493827,2.175324675,0,0,0,1,0,342200
-122.26,37.89,52,3706,531,1205,504,6.6828,1.053571429,0.143281166,2.390873016,0,0,0,1,0,370900
-122.25,37.89,37,3000,457,987,450,7.5385,1.015555556,0.152333333,2.193333333,0,0,0,1,0,350000
-122.25,37.89,42,2863,460,1031,448,6.7138,1.026785714,0.160670625,2.301339286,0,0,0,1,0,368600
-122.26,37.88,52,2551,417,894,404,6.2425,1.032178218,0.163465308,2.212871287,0,0,0,1,0,391800
-122.26,37.88,52,2255,410,823,377,5.7979,1.087533156,0.181818182,2.183023873,0,0,0,1,0,415300
-122.27,37.88,52,3360,648,1232,621,4.2813,1.043478261,0.192857143,1.98389694,0,0,0,1,0,284900
-122.27,37.88,52,1693,391,669,367,3.5417,1.065395095,0.230950975,1.822888283,0,0,0,1,0,287500
-122.27,37.88,44,2252,592,989,550,3.0132,1.076363636,0.262877442,1.798181818,0,0,0,1,0,272900
-122.28,37.88,52,2495,491,1058,464,4.1429,1.058189655,0.196793587,2.280172414,0,0,0,1,0,259600
-122.28,37.88,52,1193,200,506,207,4.1912,0.966183575,0.167644593,2.444444444,0,0,0,1,0,254500
-122.28,37.88,52,1172,215,489,218,3.9167,0.986238532,0.183447099,2.243119266,0,0,0,1,0,235600
-122.29,37.88,52,2159,424,824,388,3.8897,1.092783505,0.196387216,2.12371134,0,0,0,1,0,218400
-122.29,37.88,48,2365,490,1034,475,3.1065,1.031578947,0.207188161,2.176842105,0,0,0,1,0,229200
-122.29,37.88,46,1895,442,920,425,2.9926,1.04,0.233245383,2.164705882,0,0,0,1,0,192100
-122.29,37.88,52,1650,395,841,380,3.556,1.039473684,0.239393939,2.213157895,0,0,0,1,0,179300
-122.3,37.88,45,453,146,749,137,1.475,1.065693431,0.322295806,5.467153285,0,0,0,1,0,187500
-122.3,37.88,52,409,97,208,98,1.6971,0.989795918,0.237163814,2.12244898,0,0,0,1,0,138800
-122.3,37.87,10,503,118,228,100,2.1705,1.18,0.234592445,2.28,0,0,0,1,0,150000
-122.3,37.86,50,499,127,287,128,2.75,0.9921875,0.254509018,2.2421875,0,0,0,1,0,140600
-122.29,37.85,52,477,119,218,106,2.5682,1.122641509,0.249475891,2.056603774,0,0,0,1,0,120000
-122.3,37.88,46,1647,376,854,355,2.9,1.05915493,0.228293868,2.405633803,0,0,0,1,0,144800
-122.3,37.87,52,3123,749,1695,684,2.2208,1.09502924,0.239833493,2.478070175,0,0,0,1,0,144800
-122.28,37.88,52,957,188,403,172,3.2344,1.093023256,0.196447231,2.343023256,0,0,0,1,0,245500
-122.28,37.87,52,589,132,288,131,3.5156,1.007633588,0.224108659,2.198473282,0,0,0,1,0,200000
-122.28,37.87,49,2026,548,963,521,1.9805,1.051823417,0.270483712,1.848368522,0,0,0,1,0,173700
-122.29,37.87,50,1829,536,1129,516,2.6684,1.03875969,0.293056315,2.187984496,0,0,0,1,0,185600
-122.29,37.87,52,895,198,386,204,3.875,0.970588235,0.22122905,1.892156863,0,0,0,1,0,182600
-122.28,37.88,52,1909,416,811,406,3.006,1.024630542,0.217915139,1.997536946,0,0,0,1,0,227900
-122.28,37.87,46,3022,696,1293,675,2.543,1.031111111,0.230311052,1.915555556,0,0,0,1,0,220700
-122.28,37.87,46,1777,446,805,431,2.8676,1.034802784,0.250984806,1.86774942,0,0,0,1,0,212000
-122.27,37.88,52,2803,930,1372,876,2.1907,1.061643836,0.331787371,1.566210046,0,0,0,1,0,271400
-122.27,37.87,30,1465,439,862,425,1.7778,1.032941176,0.299658703,2.028235294,0,0,0,1,0,268800
-122.27,37.88,37,2619,682,1152,616,2.52,1.107142857,0.260404735,1.87012987,0,0,0,1,0,277800
-122.26,37.88,52,1149,255,483,249,4.2788,1.024096386,0.221932115,1.939759036,0,0,0,1,0,332500
-122.26,37.88,52,2363,604,1558,573,2.944,1.054101222,0.255607279,2.719022688,0,0,0,1,0,338900
-122.26,37.88,52,2604,837,1798,769,1.725,1.088426528,0.321428571,2.33810143,0,0,0,1,0,287500
-122.25,37.87,41,685,141,266,123,5.2289,1.146341463,0.205839416,2.162601626,0,0,0,1,0,384600
-122.25,37.87,42,1756,465,2184,422,2.5562,1.101895735,0.264806378,5.17535545,0,0,0,1,0,371400
-122.25,37.87,52,1204,460,2016,477,0.949,0.964360587,0.382059801,4.226415094,0,0,0,1,0,350000
-122.25,37.87,52,609,236,1349,250,1.1696,0.944,0.387520525,5.396,0,0,0,1,0,500001
-122.26,37.87,52,1087,371,3337,350,1.4012,1.06,0.341306348,9.534285714,0,0,0,1,0,175000
-122.26,37.87,52,2773,998,1721,949,1.1859,1.051633298,0.359899026,1.813487882,0,0,0,1,0,241700
-122.27,37.87,35,3218,1108,1675,1000,1.7464,1.108,0.344313238,1.675,0,0,0,1,0,216700
-122.27,37.87,49,1350,368,707,350,2.8846,1.051428571,0.272592593,2.02,0,0,0,1,0,211300
-122.27,37.87,52,3084,698,1424,694,2.7372,1.005763689,0.226329442,2.051873199,0,0,0,1,0,210200
-122.28,37.86,52,938,195,393,189,3.8594,1.031746032,0.207889126,2.079365079,0,0,0,1,0,196400
-122.28,37.87,52,1813,353,828,339,3.5625,1.041297935,0.194704909,2.442477876,0,0,0,1,0,191700
-122.28,37.87,52,1233,300,571,292,2.2788,1.02739726,0.243309002,1.955479452,0,0,0,1,0,182300
-122.29,37.87,44,2539,755,1382,713,2.537,1.058906031,0.297361166,1.93828892,0,0,0,1,0,175000
-122.29,37.87,46,1267,324,792,321,2.525,1.009345794,0.255722178,2.46728972,0,0,0,1,0,165900
-122.29,37.86,52,1665,404,815,372,1.9946,1.086021505,0.242642643,2.190860215,0,0,0,1,0,156900
-122.28,37.86,52,1659,367,788,346,2.8214,1.060693642,0.221217601,2.277456647,0,0,0,1,0,164300
-122.29,37.87,52,2225,460,1145,430,2.6165,1.069767442,0.206741573,2.662790698,0,0,0,1,0,150000
-122.29,37.86,50,2485,607,1354,563,1.9483,1.078152753,0.244265594,2.404973357,0,0,0,1,0,150500
-122.28,37.86,52,2031,450,958,445,1.9327,1.011235955,0.221565731,2.152808989,0,0,0,1,0,169900
-122.28,37.86,49,2932,668,1361,608,1.9798,1.098684211,0.227830832,2.238486842,0,0,0,1,0,147400
-122.28,37.85,52,2246,472,1005,449,2.4167,1.051224944,0.21015138,2.23830735,0,0,0,1,0,152700
-122.27,37.86,49,2052,435,924,414,2.5417,1.050724638,0.211988304,2.231884058,0,0,0,1,0,182700
